T27,CO2 emission estimates,,,,,
400,Jordan,2018,Emissions (thousand metric tons of carbon dioxide),"23,275",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2019,Emissions (thousand metric tons of carbon dioxide),"23,129",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,1975,Emissions per capita (metric tons of carbon dioxide),1.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,1985,Emissions per capita (metric tons of carbon dioxide),2.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2005,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2010,Emissions per capita (metric tons of carbon dioxide),2.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2015,Emissions per capita (metric tons of carbon dioxide),2.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2017,Emissions per capita (metric tons of carbon dioxide),2.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2018,Emissions per capita (metric tons of carbon dioxide),2.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
400,Jordan,2019,Emissions per capita (metric tons of carbon dioxide),2.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2005,Emissions (thousand metric tons of carbon dioxide),"157,981",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2010,Emissions (thousand metric tons of carbon dioxide),"223,026",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2015,Emissions (thousand metric tons of carbon dioxide),"181,744",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2017,Emissions (thousand metric tons of carbon dioxide),"208,359",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2018,Emissions (thousand metric tons of carbon dioxide),"211,100",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2019,Emissions (thousand metric tons of carbon dioxide),"207,655",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2005,Emissions per capita (metric tons of carbon dioxide),10.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2010,Emissions per capita (metric tons of carbon dioxide),13.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2015,Emissions per capita (metric tons of carbon dioxide),10.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2017,Emissions per capita (metric tons of carbon dioxide),11.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2018,Emissions per capita (metric tons of carbon dioxide),11.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
398,Kazakhstan,2019,Emissions per capita (metric tons of carbon dioxide),11.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,1975,Emissions (thousand metric tons of carbon dioxide),"4,559",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,1985,Emissions (thousand metric tons of carbon dioxide),"6,162",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2005,Emissions (thousand metric tons of carbon dioxide),"10,316",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2010,Emissions (thousand metric tons of carbon dioxide),"14,503",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2015,Emissions (thousand metric tons of carbon dioxide),"18,578",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2017,Emissions (thousand metric tons of carbon dioxide),"20,610",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2018,Emissions (thousand metric tons of carbon dioxide),"19,417",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2019,Emissions (thousand metric tons of carbon dioxide),"24,338",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,1975,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,1985,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2005,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2010,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2015,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2017,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2018,Emissions per capita (metric tons of carbon dioxide),0.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
404,Kenya,2019,Emissions per capita (metric tons of carbon dioxide),0.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2005,Emissions (thousand metric tons of carbon dioxide),"6,759",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2010,Emissions (thousand metric tons of carbon dioxide),"8,865",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2015,Emissions (thousand metric tons of carbon dioxide),"8,775",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2017,Emissions (thousand metric tons of carbon dioxide),"8,343",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2018,Emissions (thousand metric tons of carbon dioxide),"8,453",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2019,Emissions (thousand metric tons of carbon dioxide),"8,802",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2005,Emissions per capita (metric tons of carbon dioxide),3.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2010,Emissions per capita (metric tons of carbon dioxide),4.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2015,Emissions per capita (metric tons of carbon dioxide),4.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2017,Emissions per capita (metric tons of carbon dioxide),4.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2018,Emissions per capita (metric tons of carbon dioxide),4.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
412,Kosovo,2019,Emissions per capita (metric tons of carbon dioxide),4.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,1975,Emissions (thousand metric tons of carbon dioxide),"15,199",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,1985,Emissions (thousand metric tons of carbon dioxide),"36,818",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2005,Emissions (thousand metric tons of carbon dioxide),"65,134",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2010,Emissions (thousand metric tons of carbon dioxide),"77,649",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2015,Emissions (thousand metric tons of carbon dioxide),"86,722",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2017,Emissions (thousand metric tons of carbon dioxide),"88,227",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2018,Emissions (thousand metric tons of carbon dioxide),"88,770",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2019,Emissions (thousand metric tons of carbon dioxide),"90,028",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,1975,Emissions per capita (metric tons of carbon dioxide),14.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,1985,Emissions per capita (metric tons of carbon dioxide),21.0,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
414,Kuwait,2005,Emissions per capita (metric tons of carbon dioxide),28.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2022."
